x,y
6.1628,-24.2285
6.166,-24.2277
6.1695,-24.2268
6.1726,-24.226
6.1762,-24.2251
6.1793,-24.2243
6.1828,-24.2234
6.186,-24.2226
6.1895,-24.2217
6.193,-24.2208
6.1961,-24.22
6.1997,-24.2191
6.2028,-24.2183
6.2063,-24.2174
6.2094,-24.2166
6.2129,-24.2157
6.2164,-24.2148
6.2196,-24.214
6.2231,-24.2131
6.2262,-24.2123
6.2297,-24.2114
6.2328,-24.2106
6.2363,-24.2097
6.2394,-24.2089
6.2429,-24.208
6.2464,-24.2071
6.2495,-24.2063
6.2529,-24.2054
6.256,-24.2046
6.2595,-24.2037
6.2626,-24.2029
6.2661,-24.202
6.2692,-24.2012
6.2726,-24.2003
6.2761,-24.1994
6.2792,-24.1986
6.2827,-24.1977
6.2858,-24.1969
6.2892,-24.196
6.2923,-24.1952
6.2958,-24.1943
6.2992,-24.1934
6.3023,-24.1926
6.3057,-24.1917
6.3088,-24.1909
6.3123,-24.19
6.3153,-24.1892
6.3188,-24.1883
6.3218,-24.1875
6.3253,-24.1866
6.3287,-24.1857
6.3318,-24.1849
6.3352,-24.184
6.3383,-24.1832
6.3417,-24.1823
6.3447,-24.1815
6.3482,-24.1806
6.3516,-24.1797
6.3546,-24.1789
6.3581,-24.178
6.3611,-24.1772
6.3645,-24.1763
6.3676,-24.1755
6.371,-24.1746
6.374,-24.1738
6.3774,-24.1729
6.3808,-24.172
6.3839,-24.1712
6.3873,-24.1703
6.3903,-24.1695
6.3937,-24.1686
6.3967,-24.1678
6.4001,-24.1669
6.4035,-24.166
6.4065,-24.1652
6.4099,-24.1643
6.4129,-24.1635
6.4163,-24.1626
6.4194,-24.1618
6.4227,-24.1609
6.4257,-24.1601
6.4291,-24.1592
6.4325,-24.1583
6.4355,-24.1575
6.4389,-24.1566
6.4419,-24.1558
6.4453,-24.1549
6.4483,-24.1541
6.4516,-24.1532
6.455,-24.1523
6.458,-24.1515
6.4614,-24.1506
6.4643,-24.1498
6.4677,-24.1489
6.4707,-24.1481
6.4741,-24.1472
6.477,-24.1464
6.4804,-24.1455
6.4837,-24.1446
6.4867,-24.1438
